,TOTAL,WHITE,BLACK,AK_NH,ASIAN_NH,PI_NH,OTHER_NH,MIX_NH,HISP_ALL,WHITE_H,BLACK_H,AK_H,ASIAN_H,PI_H,OTHER_H,MIX_H,NAME,county,state,tract,county_map,AK,API,OTHER_MIX,HISP,AK_PER,API_PER,BLACK_PER,HISP_PER,OTHER_MIX_PER,WHITE_PER,MAX_ETH_PER,MAX_ETH,Above 70,Above 80,Above 90
298,4938.0,1854.0,1217.0,0.0,192.0,0.0,0.0,57.0,1618.0,734.0,104.0,130.0,0.0,0.0,556.0,94.0,"Census Tract 319, Philadelphia County, Pennsylvania",101,42,031900,"Philadelphia County, Pennsylvania",130.0,192.0,57.0,1488.0,0.026326447954637504,0.038882138517618466,0.24645605508302956,0.30133657351154314,0.011543134872417983,0.3754556500607533,0.3754556500607533,WHITE_PER,0,0,0
299,6237.0,3890.0,734.0,0.0,207.0,0.0,22.0,41.0,1343.0,982.0,0.0,0.0,0.0,0.0,361.0,0.0,"Census Tract 320, Philadelphia County, Pennsylvania",101,42,032000,"Philadelphia County, Pennsylvania",0.0,207.0,63.0,1343.0,0.0,0.03318903318903319,0.11768478435145102,0.21532788199454866,0.010101010101010102,0.623697290363957,0.623697290363957,WHITE_PER,0,0,0
300,4265.0,1825.0,996.0,0.0,118.0,0.0,0.0,42.0,1284.0,506.0,109.0,0.0,0.0,0.0,646.0,23.0,"Census Tract 321, Philadelphia County, Pennsylvania",101,42,032100,"Philadelphia County, Pennsylvania",0.0,118.0,42.0,1284.0,0.0,0.027667057444314185,0.2335287221570926,0.30105509964830013,0.00984759671746776,0.42790152403282533,0.42790152403282533,WHITE_PER,0,0,0
301,3074.0,1764.0,849.0,0.0,0.0,0.0,0.0,25.0,436.0,220.0,71.0,0.0,0.0,0.0,145.0,0.0,"Census Tract 323, Philadelphia County, Pennsylvania",101,42,032300,"Philadelphia County, Pennsylvania",0.0,0.0,25.0,436.0,0.0,0.0,0.27618737800910864,0.14183474300585555,0.008132726089785295,0.5738451528952505,0.5738451528952505,WHITE_PER,0,0,0
302,5818.0,3338.0,1419.0,0.0,182.0,0.0,0.0,211.0,668.0,398.0,18.0,0.0,0.0,0.0,252.0,0.0,"Census Tract 325, Philadelphia County, Pennsylvania",101,42,032500,"Philadelphia County, Pennsylvania",0.0,182.0,211.0,668.0,0.0,0.03128222756961155,0.24389824682021313,0.11481608800275009,0.036266758336198,0.5737366792712272,0.5737366792712272,WHITE_PER,0,0,0
303,6532.0,3583.0,960.0,35.0,232.0,0.0,65.0,68.0,1589.0,525.0,37.0,0.0,0.0,0.0,837.0,190.0,"Census Tract 326, Philadelphia County, Pennsylvania",101,42,032600,"Philadelphia County, Pennsylvania",35.0,232.0,133.0,1589.0,0.005358236374770361,0.03551745254133497,0.14696876913655849,0.2432639314145744,0.020361298224127373,0.5485303123086344,0.5485303123086344,WHITE_PER,0,0,0
304,3188.0,2075.0,623.0,0.0,112.0,0.0,70.0,12.0,296.0,158.0,0.0,0.0,0.0,0.0,138.0,0.0,"Census Tract 329, Philadelphia County, Pennsylvania",101,42,032900,"Philadelphia County, Pennsylvania",0.0,112.0,82.0,296.0,0.0,0.03513174404015056,0.19542032622333752,0.09284818067754078,0.025721455457967377,0.6508782936010038,0.6508782936010038,WHITE_PER,0,0,0
305,7231.0,5030.0,996.0,0.0,0.0,0.0,15.0,278.0,912.0,586.0,0.0,0.0,0.0,0.0,326.0,0.0,"Census Tract 330, Philadelphia County, Pennsylvania",101,42,033000,"Philadelphia County, Pennsylvania",0.0,0.0,293.0,912.0,0.0,0.0,0.13774028488452497,0.12612363435209514,0.04051998340478495,0.695616097358595,0.695616097358595,WHITE_PER,0,0,0
306,4768.0,4033.0,154.0,0.0,157.0,0.0,0.0,151.0,273.0,224.0,0.0,0.0,0.0,0.0,49.0,0.0,"Census Tract 331.01, Philadelphia County, Pennsylvania",101,42,033101,"Philadelphia County, Pennsylvania",0.0,157.0,151.0,273.0,0.0,0.032927852348993286,0.03229865771812081,0.05725671140939597,0.03166946308724832,0.8458473154362416,0.8458473154362416,WHITE_PER,1,1,0
307,3628.0,3040.0,267.0,0.0,55.0,0.0,0.0,39.0,227.0,97.0,10.0,0.0,29.0,0.0,62.0,29.0,"Census Tract 331.02, Philadelphia County, Pennsylvania",101,42,033102,"Philadelphia County, Pennsylvania",0.0,84.0,39.0,198.0,0.0,0.023153252480705624,0.07359426681367144,0.054575523704520394,0.010749724366041897,0.8379272326350606,0.8379272326350606,WHITE_PER,1,1,0
308,2691.0,2183.0,74.0,0.0,180.0,0.0,0.0,0.0,254.0,177.0,14.0,0.0,24.0,0.0,31.0,8.0,"Census Tract 332, Philadelphia County, Pennsylvania",101,42,033200,"Philadelphia County, Pennsylvania",0.0,204.0,0.0,230.0,0.0,0.0758082497212932,0.027499070977331848,0.08547008547008547,0.0,0.8112225938312895,0.8112225938312895,WHITE_PER,1,1,0
309,4234.0,2872.0,748.0,0.0,89.0,0.0,0.0,6.0,519.0,385.0,4.0,0.0,0.0,0.0,130.0,0.0,"Census Tract 333, Philadelphia County, Pennsylvania",101,42,033300,"Philadelphia County, Pennsylvania",0.0,89.0,6.0,519.0,0.0,0.021020311761927257,0.17666509211147852,0.12257912139820501,0.0014170996693434106,0.6783183750590458,0.6783183750590458,WHITE_PER,0,0,0
310,5565.0,2990.0,950.0,0.0,972.0,0.0,0.0,24.0,629.0,388.0,29.0,0.0,0.0,0.0,212.0,0.0,"Census Tract 334, Philadelphia County, Pennsylvania",101,42,033400,"Philadelphia County, Pennsylvania",0.0,972.0,24.0,629.0,0.0,0.17466307277628032,0.1707097933513028,0.11302785265049416,0.00431266846361186,0.5372866127583109,0.5372866127583109,WHITE_PER,0,0,0
311,4090.0,1814.0,556.0,0.0,556.0,0.0,204.0,55.0,905.0,233.0,110.0,0.0,0.0,0.0,562.0,0.0,"Census Tract 335, Philadelphia County, Pennsylvania",101,42,033500,"Philadelphia County, Pennsylvania",0.0,556.0,259.0,905.0,0.0,0.13594132029339853,0.13594132029339853,0.22127139364303178,0.06332518337408313,0.443520782396088,0.443520782396088,WHITE_PER,0,0,0
312,7509.0,4860.0,1043.0,0.0,338.0,0.0,13.0,344.0,911.0,350.0,0.0,0.0,0.0,0.0,561.0,0.0,"Census Tract 336, Philadelphia County, Pennsylvania",101,42,033600,"Philadelphia County, Pennsylvania",0.0,338.0,357.0,911.0,0.0,0.04501265148488481,0.1388999866826475,0.12132108136902384,0.047542948461845785,0.6472233320015981,0.6472233320015981,WHITE_PER,0,0,0
313,5552.0,3830.0,720.0,0.0,432.0,0.0,34.0,135.0,401.0,129.0,0.0,0.0,15.0,0.0,97.0,160.0,"Census Tract 337.01, Philadelphia County, Pennsylvania",101,42,033701,"Philadelphia County, Pennsylvania",0.0,447.0,169.0,386.0,0.0,0.08051152737752161,0.12968299711815562,0.06952449567723343,0.030439481268011527,0.6898414985590778,0.6898414985590778,WHITE_PER,0,0,0
314,5230.0,3149.0,603.0,0.0,1010.0,0.0,25.0,220.0,223.0,158.0,12.0,0.0,0.0,0.0,53.0,0.0,"Census Tract 337.02, Philadelphia County, Pennsylvania",101,42,033702,"Philadelphia County, Pennsylvania",0.0,1010.0,245.0,223.0,0.0,0.1931166347992352,0.1152963671128107,0.04263862332695985,0.04684512428298279,0.6021032504780115,0.6021032504780115,WHITE_PER,0,0,0
315,6274.0,4195.0,376.0,0.0,511.0,0.0,0.0,477.0,715.0,409.0,0.0,28.0,0.0,0.0,278.0,0.0,"Census Tract 338, Philadelphia County, Pennsylvania",101,42,033800,"Philadelphia County, Pennsylvania",28.0,511.0,477.0,687.0,0.004462862607586867,0.08144724258846031,0.05992986930188078,0.1094995218361492,0.0760280522792477,0.6686324513866752,0.6686324513866752,WHITE_PER,0,0,0
316,3413.0,2259.0,468.0,0.0,300.0,0.0,0.0,74.0,312.0,235.0,0.0,0.0,0.0,0.0,77.0,0.0,"Census Tract 339, Philadelphia County, Pennsylvania",101,42,033900,"Philadelphia County, Pennsylvania",0.0,300.0,74.0,312.0,0.0,0.08789920890711983,0.13712276589510694,0.09141517726340463,0.021681804863756225,0.6618810430706124,0.6618810430706124,WHITE_PER,0,0,0
317,2957.0,2011.0,287.0,0.0,227.0,0.0,0.0,175.0,257.0,140.0,9.0,0.0,0.0,0.0,108.0,0.0,"Census Tract 340, Philadelphia County, Pennsylvania",101,42,034000,"Philadelphia County, Pennsylvania",0.0,227.0,175.0,257.0,0.0,0.07676699357456881,0.09705782888062225,0.08691241122759553,0.05918160297598918,0.6800811633412243,0.6800811633412243,WHITE_PER,0,0,0
318,5891.0,4863.0,491.0,0.0,187.0,0.0,0.0,27.0,323.0,305.0,18.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 341, Philadelphia County, Pennsylvania",101,42,034100,"Philadelphia County, Pennsylvania",0.0,187.0,27.0,323.0,0.0,0.03174333729417756,0.08334747920556781,0.05482940078085215,0.004583262603972161,0.8254965201154303,0.8254965201154303,WHITE_PER,1,1,0
319,3463.0,2518.0,504.0,0.0,248.0,0.0,25.0,58.0,110.0,37.0,24.0,0.0,0.0,0.0,49.0,0.0,"Census Tract 342, Philadelphia County, Pennsylvania",101,42,034200,"Philadelphia County, Pennsylvania",0.0,248.0,83.0,110.0,0.0,0.07161420733468091,0.1455385503898354,0.031764366156511695,0.02396765809991337,0.7271152180190587,0.7271152180190587,WHITE_PER,1,0,0
320,7967.0,5943.0,469.0,6.0,1003.0,0.0,66.0,44.0,436.0,183.0,0.0,34.0,0.0,0.0,204.0,15.0,"Census Tract 344, Philadelphia County, Pennsylvania",101,42,034400,"Philadelphia County, Pennsylvania",40.0,1003.0,110.0,402.0,0.005020710430525919,0.12589431404543744,0.0588678297979164,0.05045813982678549,0.013806953683946278,0.7459520522153885,0.7459520522153885,WHITE_PER,1,0,0
321,3482.0,2030.0,417.0,0.0,707.0,0.0,0.0,12.0,316.0,134.0,24.0,0.0,0.0,0.0,151.0,7.0,"Census Tract 345.01, Philadelphia County, Pennsylvania",101,42,034501,"Philadelphia County, Pennsylvania",0.0,707.0,12.0,316.0,0.0,0.20304422745548537,0.11975875933371626,0.09075244112578977,0.0034462952326249283,0.5829982768523837,0.5829982768523837,WHITE_PER,0,0,0
322,4989.0,2743.0,952.0,0.0,446.0,37.0,0.0,34.0,777.0,629.0,77.0,0.0,0.0,0.0,28.0,43.0,"Census Tract 345.02, Philadelphia County, Pennsylvania",101,42,034502,"Philadelphia County, Pennsylvania",0.0,483.0,34.0,777.0,0.0,0.0968129885748647,0.19081980356784928,0.15574263379434755,0.006814992984566046,0.5498095810783724,0.5498095810783724,WHITE_PER,0,0,0
323,2664.0,1238.0,572.0,0.0,389.0,0.0,11.0,60.0,394.0,262.0,25.0,0.0,0.0,0.0,73.0,34.0,"Census Tract 346, Philadelphia County, Pennsylvania",101,42,034600,"Philadelphia County, Pennsylvania",0.0,389.0,71.0,394.0,0.0,0.14602102102102102,0.2147147147147147,0.1478978978978979,0.02665165165165165,0.4647147147147147,0.4647147147147147,WHITE_PER,0,0,0
324,6382.0,4140.0,945.0,7.0,570.0,0.0,0.0,255.0,465.0,338.0,54.0,0.0,0.0,0.0,48.0,25.0,"Census Tract 347.01, Philadelphia County, Pennsylvania",101,42,034701,"Philadelphia County, Pennsylvania",7.0,570.0,255.0,465.0,0.0010968348480100282,0.08931369476653087,0.14807270448135382,0.07286117204638044,0.0399561266060796,0.6486994672516453,0.6486994672516453,WHITE_PER,0,0,0
325,3963.0,2985.0,354.0,0.0,463.0,0.0,10.0,52.0,99.0,24.0,0.0,0.0,0.0,0.0,24.0,51.0,"Census Tract 347.02, Philadelphia County, Pennsylvania",101,42,034702,"Philadelphia County, Pennsylvania",0.0,463.0,62.0,99.0,0.0,0.1168306838253848,0.08932626797880394,0.02498107494322483,0.01564471360080747,0.753217259651779,0.753217259651779,WHITE_PER,1,0,0
326,4465.0,3777.0,434.0,0.0,35.0,0.0,0.0,9.0,210.0,142.0,0.0,0.0,0.0,0.0,32.0,36.0,"Census Tract 348.01, Philadelphia County, Pennsylvania",101,42,034801,"Philadelphia County, Pennsylvania",0.0,35.0,9.0,210.0,0.0,0.007838745800671893,0.09720044792833146,0.04703247480403135,0.002015677491601344,0.845912653975364,0.845912653975364,WHITE_PER,1,1,0
327,5527.0,3445.0,1466.0,0.0,0.0,0.0,118.0,9.0,489.0,371.0,0.0,0.0,0.0,0.0,118.0,0.0,"Census Tract 348.02, Philadelphia County, Pennsylvania",101,42,034802,"Philadelphia County, Pennsylvania",0.0,0.0,127.0,489.0,0.0,0.0,0.2652433508232314,0.08847476026777637,0.02297810747240818,0.623303781436584,0.623303781436584,WHITE_PER,0,0,0
328,4267.0,3309.0,267.0,0.0,199.0,0.0,0.0,0.0,492.0,154.0,62.0,12.0,0.0,0.0,264.0,0.0,"Census Tract 348.03, Philadelphia County, Pennsylvania",101,42,034803,"Philadelphia County, Pennsylvania",12.0,199.0,0.0,480.0,0.002812280290602297,0.04663698148582142,0.0625732364659011,0.11249121162409187,0.0,0.7754862901335833,0.7754862901335833,WHITE_PER,1,0,0
329,5437.0,3280.0,753.0,0.0,309.0,0.0,82.0,172.0,841.0,255.0,0.0,0.0,0.0,0.0,586.0,0.0,"Census Tract 349, Philadelphia County, Pennsylvania",101,42,034900,"Philadelphia County, Pennsylvania",0.0,309.0,254.0,841.0,0.0,0.056832812212617254,0.1384954938385139,0.1546808901967997,0.046716939488688616,0.6032738642633806,0.6032738642633806,WHITE_PER,0,0,0
330,3985.0,3700.0,218.0,0.0,0.0,0.0,0.0,15.0,52.0,38.0,0.0,0.0,0.0,0.0,14.0,0.0,"Census Tract 351, Philadelphia County, Pennsylvania",101,42,035100,"Philadelphia County, Pennsylvania",0.0,0.0,15.0,52.0,0.0,0.0,0.05470514429109159,0.013048933500627352,0.0037641154328732747,0.9284818067754078,0.9284818067754078,WHITE_PER,1,1,1
331,3986.0,3497.0,37.0,0.0,312.0,0.0,3.0,3.0,134.0,106.0,8.0,0.0,0.0,0.0,20.0,0.0,"Census Tract 352, Philadelphia County, Pennsylvania",101,42,035200,"Philadelphia County, Pennsylvania",0.0,312.0,6.0,134.0,0.0,0.07827395885599599,0.009282488710486703,0.03361766181635725,0.0015052684395383843,0.8773206221776216,0.8773206221776216,WHITE_PER,1,1,0
332,5306.0,4384.0,158.0,0.0,231.0,0.0,30.0,19.0,484.0,362.0,8.0,32.0,0.0,0.0,30.0,52.0,"Census Tract 353.01, Philadelphia County, Pennsylvania",101,42,035301,"Philadelphia County, Pennsylvania",32.0,231.0,49.0,452.0,0.00603090840557859,0.04353562005277045,0.02977761025254429,0.08518658122879759,0.009234828496042216,0.8262344515642669,0.8262344515642669,WHITE_PER,1,1,0
333,4396.0,3716.0,329.0,0.0,141.0,0.0,0.0,28.0,182.0,171.0,0.0,0.0,0.0,0.0,9.0,2.0,"Census Tract 353.02, Philadelphia County, Pennsylvania",101,42,035302,"Philadelphia County, Pennsylvania",0.0,141.0,28.0,182.0,0.0,0.03207461328480437,0.07484076433121019,0.041401273885350316,0.006369426751592357,0.8453139217470428,0.8453139217470428,WHITE_PER,1,1,0
334,6966.0,5284.0,202.0,29.0,805.0,11.0,124.0,127.0,384.0,104.0,124.0,43.0,0.0,0.0,113.0,0.0,"Census Tract 355, Philadelphia County, Pennsylvania",101,42,035500,"Philadelphia County, Pennsylvania",72.0,816.0,251.0,341.0,0.0103359173126615,0.11714039621016366,0.028997990238300315,0.04895205282802182,0.03603215618719495,0.7585414872236578,0.7585414872236578,WHITE_PER,1,0,0
335,5318.0,4182.0,118.0,8.0,657.0,0.0,0.0,61.0,292.0,276.0,0.0,0.0,0.0,0.0,16.0,0.0,"Census Tract 356.01, Philadelphia County, Pennsylvania",101,42,035601,"Philadelphia County, Pennsylvania",8.0,657.0,61.0,292.0,0.001504324934185784,0.12354268522000753,0.022188792779240317,0.05490786009778112,0.011470477623166603,0.7863858593456187,0.7863858593456187,WHITE_PER,1,0,0
336,3268.0,2037.0,193.0,27.0,830.0,0.0,0.0,15.0,166.0,33.0,0.0,0.0,0.0,0.0,133.0,0.0,"Census Tract 356.02, Philadelphia County, Pennsylvania",101,42,035602,"Philadelphia County, Pennsylvania",27.0,830.0,15.0,166.0,0.008261933904528763,0.25397796817625456,0.059057527539779685,0.05079559363525092,0.004589963280293758,0.6233170134638923,0.6233170134638923,WHITE_PER,0,0,0
337,4562.0,2388.0,532.0,0.0,1272.0,0.0,0.0,250.0,120.0,27.0,0.0,0.0,0.0,0.0,78.0,15.0,"Census Tract 357.01, Philadelphia County, Pennsylvania",101,42,035701,"Philadelphia County, Pennsylvania",0.0,1272.0,250.0,120.0,0.0,0.27882507672073653,0.11661551950898728,0.0263042525208242,0.05480052608505041,0.5234546251644016,0.5234546251644016,WHITE_PER,0,0,0
338,4239.0,3196.0,118.0,0.0,588.0,0.0,0.0,94.0,243.0,144.0,0.0,0.0,0.0,0.0,88.0,11.0,"Census Tract 357.02, Philadelphia County, Pennsylvania",101,42,035702,"Philadelphia County, Pennsylvania",0.0,588.0,94.0,243.0,0.0,0.1387119603680113,0.027836753951403632,0.05732484076433121,0.02217504128332154,0.7539514036329323,0.7539514036329323,WHITE_PER,1,0,0
339,6749.0,5026.0,595.0,15.0,643.0,0.0,157.0,34.0,279.0,201.0,0.0,0.0,0.0,0.0,0.0,78.0,"Census Tract 358, Philadelphia County, Pennsylvania",101,42,035800,"Philadelphia County, Pennsylvania",15.0,643.0,191.0,279.0,0.002222551489109498,0.09527337383316047,0.08816120906801007,0.04133945769743666,0.028300488961327603,0.7447029189509558,0.7447029189509558,WHITE_PER,1,0,0
340,5070.0,3939.0,180.0,64.0,716.0,0.0,15.0,81.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 359, Philadelphia County, Pennsylvania",101,42,035900,"Philadelphia County, Pennsylvania",64.0,716.0,96.0,75.0,0.0126232741617357,0.14122287968441816,0.03550295857988166,0.014792899408284023,0.01893491124260355,0.7769230769230769,0.7769230769230769,WHITE_PER,1,0,0
341,3128.0,1773.0,357.0,7.0,782.0,0.0,0.0,106.0,103.0,80.0,5.0,0.0,0.0,0.0,11.0,7.0,"Census Tract 360, Philadelphia County, Pennsylvania",101,42,036000,"Philadelphia County, Pennsylvania",7.0,782.0,106.0,103.0,0.002237851662404092,0.25,0.11413043478260869,0.03292838874680307,0.03388746803069054,0.5668158567774936,0.5668158567774936,WHITE_PER,0,0,0
342,3756.0,2992.0,485.0,0.0,30.0,0.0,0.0,24.0,225.0,58.0,0.0,0.0,0.0,0.0,167.0,0.0,"Census Tract 361, Philadelphia County, Pennsylvania",101,42,036100,"Philadelphia County, Pennsylvania",0.0,30.0,24.0,225.0,0.0,0.007987220447284345,0.12912673056443025,0.05990415335463259,0.006389776357827476,0.7965921192758253,0.7965921192758253,WHITE_PER,1,0,0
343,4778.0,4023.0,414.0,0.0,48.0,0.0,0.0,93.0,200.0,164.0,0.0,0.0,0.0,0.0,13.0,23.0,"Census Tract 362.01, Philadelphia County, Pennsylvania",101,42,036201,"Philadelphia County, Pennsylvania",0.0,48.0,93.0,200.0,0.0,0.010046044370029301,0.08664713269150272,0.041858518208455424,0.01946421096693177,0.8419840937630808,0.8419840937630808,WHITE_PER,1,1,0
344,5966.0,4816.0,418.0,0.0,169.0,0.0,26.0,111.0,426.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 362.02, Philadelphia County, Pennsylvania",101,42,036202,"Philadelphia County, Pennsylvania",0.0,169.0,137.0,426.0,0.0,0.028327187395239692,0.07006369426751592,0.07140462621521958,0.022963459604425075,0.8072410325175997,0.8072410325175997,WHITE_PER,1,1,0
345,5472.0,4961.0,7.0,0.0,126.0,0.0,0.0,46.0,332.0,171.0,25.0,0.0,0.0,0.0,94.0,42.0,"Census Tract 362.03, Philadelphia County, Pennsylvania",101,42,036203,"Philadelphia County, Pennsylvania",0.0,126.0,46.0,332.0,0.0,0.023026315789473683,0.0012792397660818713,0.06067251461988304,0.008406432748538011,0.9066154970760234,0.9066154970760234,WHITE_PER,1,1,1
346,3454.0,2734.0,94.0,0.0,530.0,0.0,0.0,0.0,96.0,59.0,0.0,0.0,0.0,0.0,8.0,29.0,"Census Tract 363.01, Philadelphia County, Pennsylvania",101,42,036301,"Philadelphia County, Pennsylvania",0.0,530.0,0.0,96.0,0.0,0.15344528083381587,0.02721482339316734,0.027793862188766647,0.0,0.7915460335842501,0.7915460335842501,WHITE_PER,1,0,0
347,3450.0,2122.0,780.0,0.0,96.0,0.0,0.0,72.0,380.0,181.0,0.0,0.0,0.0,116.0,48.0,35.0,"Census Tract 363.02, Philadelphia County, Pennsylvania",101,42,036302,"Philadelphia County, Pennsylvania",0.0,212.0,72.0,264.0,0.0,0.06144927536231884,0.22608695652173913,0.07652173913043478,0.020869565217391306,0.615072463768116,0.615072463768116,WHITE_PER,0,0,0
348,6059.0,5558.0,188.0,0.0,271.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 363.03, Philadelphia County, Pennsylvania",101,42,036303,"Philadelphia County, Pennsylvania",0.0,271.0,0.0,42.0,0.0,0.044726852615943224,0.031028222478956924,0.006931836936788249,0.0,0.9173130879683116,0.9173130879683116,WHITE_PER,1,1,1
349,815.0,522.0,182.0,8.0,28.0,0.0,0.0,6.0,69.0,43.0,6.0,0.0,0.0,0.0,7.0,13.0,"Census Tract 364, Philadelphia County, Pennsylvania",101,42,036400,"Philadelphia County, Pennsylvania",8.0,28.0,6.0,69.0,0.0098159509202454,0.0343558282208589,0.2233128834355828,0.08466257668711656,0.007361963190184049,0.6404907975460122,0.6404907975460122,WHITE_PER,0,0,0
350,5137.0,4081.0,618.0,0.0,250.0,0.0,0.0,107.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 365.01, Philadelphia County, Pennsylvania",101,42,036501,"Philadelphia County, Pennsylvania",0.0,250.0,107.0,81.0,0.0,0.04866653688923496,0.12030367919018882,0.015767957952112128,0.020829277788592563,0.7944325481798715,0.7944325481798715,WHITE_PER,1,0,0
351,4134.0,3705.0,4.0,5.0,157.0,0.0,0.0,42.0,221.0,50.0,0.0,0.0,0.0,0.0,171.0,0.0,"Census Tract 365.02, Philadelphia County, Pennsylvania",101,42,036502,"Philadelphia County, Pennsylvania",5.0,157.0,42.0,221.0,0.0012094823415578133,0.037977745524915334,0.0009675858732462506,0.05345911949685535,0.010159651669085631,0.8962264150943396,0.8962264150943396,WHITE_PER,1,1,0
352,1945.0,1300.0,160.0,25.0,260.0,0.0,0.0,107.0,93.0,8.0,19.0,0.0,0.0,0.0,66.0,0.0,"Census Tract 366, Philadelphia County, Pennsylvania",101,42,036600,"Philadelphia County, Pennsylvania",25.0,260.0,107.0,93.0,0.012853470437017995,0.13367609254498714,0.08226221079691516,0.04781491002570694,0.055012853470437016,0.6683804627249358,0.6683804627249358,WHITE_PER,0,0,0
353,3003.0,2119.0,513.0,0.0,76.0,0.0,0.0,21.0,274.0,171.0,46.0,8.0,0.0,0.0,19.0,30.0,"Census Tract 367, Philadelphia County, Pennsylvania",101,42,036700,"Philadelphia County, Pennsylvania",8.0,76.0,21.0,266.0,0.002664002664002664,0.025308025308025308,0.17082917082917082,0.08857808857808858,0.006993006993006993,0.7056277056277056,0.7056277056277056,WHITE_PER,1,0,0
354,5355.0,3171.0,669.0,24.0,1099.0,77.0,0.0,112.0,203.0,174.0,11.0,0.0,0.0,0.0,18.0,0.0,"Census Tract 369, Philadelphia County, Pennsylvania",101,42,036900,"Philadelphia County, Pennsylvania",24.0,1176.0,112.0,203.0,0.004481792717086834,0.2196078431372549,0.12492997198879552,0.03790849673202614,0.02091503267973856,0.592156862745098,0.592156862745098,WHITE_PER,0,0,0
355,4608.0,2936.0,340.0,0.0,1118.0,0.0,0.0,53.0,161.0,83.0,0.0,0.0,0.0,0.0,62.0,16.0,"Census Tract 372, Philadelphia County, Pennsylvania",101,42,037200,"Philadelphia County, Pennsylvania",0.0,1118.0,53.0,161.0,0.0,0.2426215277777778,0.07378472222222222,0.03493923611111111,0.011501736111111112,0.6371527777777778,0.6371527777777778,WHITE_PER,0,0,0
356,5835.0,4820.0,203.0,0.0,460.0,0.0,0.0,38.0,314.0,268.0,23.0,23.0,0.0,0.0,0.0,0.0,"Census Tract 373, Philadelphia County, Pennsylvania",101,42,037300,"Philadelphia County, Pennsylvania",23.0,460.0,38.0,291.0,0.003941730934018852,0.07883461868037704,0.03479005998286204,0.04987146529562982,0.006512425021422451,0.8260497000856898,0.8260497000856898,WHITE_PER,1,1,0
357,4178.0,1746.0,1737.0,0.0,254.0,6.0,0.0,95.0,340.0,92.0,175.0,0.0,0.0,0.0,73.0,0.0,"Census Tract 375, Philadelphia County, Pennsylvania",101,42,037500,"Philadelphia County, Pennsylvania",0.0,260.0,95.0,340.0,0.0,0.062230732407850646,0.4157491622786022,0.0813786500718047,0.02273815222594543,0.41790330301579703,0.41790330301579703,WHITE_PER,0,0,0
358,3058.0,1231.0,667.0,49.0,612.0,0.0,8.0,112.0,379.0,238.0,10.0,0.0,6.0,0.0,114.0,11.0,"Census Tract 376, Philadelphia County, Pennsylvania",101,42,037600,"Philadelphia County, Pennsylvania",49.0,618.0,120.0,373.0,0.016023544800523218,0.20209287115761937,0.21811641595814257,0.12197514715500327,0.03924133420536298,0.4025506867233486,0.4025506867233486,WHITE_PER,0,0,0
359,5476.0,1574.0,2649.0,0.0,568.0,20.0,0.0,45.0,620.0,371.0,18.0,0.0,0.0,0.0,220.0,11.0,"Census Tract 377, Philadelphia County, Pennsylvania",101,42,037700,"Philadelphia County, Pennsylvania",0.0,588.0,45.0,620.0,0.0,0.10737764791818846,0.4837472607742878,0.11322132943754565,0.008217677136596055,0.28743608473338206,0.4837472607742878,BLACK_PER,0,0,0
360,2624.0,1985.0,353.0,27.0,40.0,0.0,0.0,12.0,207.0,179.0,0.0,0.0,0.0,0.0,15.0,13.0,"Census Tract 378, Philadelphia County, Pennsylvania",101,42,037800,"Philadelphia County, Pennsylvania",27.0,40.0,12.0,207.0,0.010289634146341464,0.01524390243902439,0.13452743902439024,0.07888719512195122,0.004573170731707317,0.7564786585365854,0.7564786585365854,WHITE_PER,1,0,0
361,5437.0,5216.0,42.0,0.0,27.0,0.0,0.0,0.0,152.0,19.0,85.0,0.0,0.0,0.0,48.0,0.0,"Census Tract 379, Philadelphia County, Pennsylvania",101,42,037900,"Philadelphia County, Pennsylvania",0.0,27.0,0.0,152.0,0.0,0.004965973882655877,0.007724848261909141,0.027956593709766414,0.0,0.9593525841456686,0.9593525841456686,WHITE_PER,1,1,1
362,2441.0,1472.0,175.0,0.0,5.0,12.0,42.0,38.0,697.0,472.0,0.0,25.0,0.0,0.0,200.0,0.0,"Census Tract 380, Philadelphia County, Pennsylvania",101,42,038000,"Philadelphia County, Pennsylvania",25.0,17.0,80.0,672.0,0.010241704219582138,0.006964358869315854,0.07169192953707497,0.2752970094223679,0.03277345350266284,0.6030315444489963,0.6030315444489963,WHITE_PER,0,0,0
363,796.0,393.0,249.0,0.0,5.0,0.0,0.0,17.0,132.0,125.0,0.0,0.0,0.0,0.0,7.0,0.0,"Census Tract 381, Philadelphia County, Pennsylvania",101,42,038100,"Philadelphia County, Pennsylvania",0.0,5.0,17.0,132.0,0.0,0.00628140703517588,0.3128140703517588,0.1658291457286432,0.02135678391959799,0.4937185929648241,0.4937185929648241,WHITE_PER,0,0,0
